Query,Target,Diversity,Similarity,IVS
10000_Restaurant_Reviews,Best_Movie_by_Year_Netflix,0.0114684397681111,-0.0275077614933252,0.5194881006307182
10000_Restaurant_Reviews,big-mac-source-data,0.0144697542533081,-0.0700515657663345,0.5422606600098213
10000_Restaurant_Reviews,billboard-hot-100-tracks,0.0127888888888888,-0.0004852323036175,0.5066370605962531
10000_Restaurant_Reviews,billboard_top_100,0.0159470699432892,0.0438080914318561,0.4860694892557165
10000_Restaurant_Reviews,bitcoin_articles,0.0178089552238805,,
10000_Restaurant_Reviews,Booking_Jobs_All_220218,0.0113428571428571,0.0166147965937852,0.49736403027453596
10000_Restaurant_Reviews,books_Christanity,0.0123048442906574,-0.0013928790576756,0.5068488616741665
10000_Restaurant_Reviews,books_dataset,0.0102672566625972,,
10000_Restaurant_Reviews,Breaking_Bad_Character,0.0124669421487603,0.04246436804533,0.48500128705171514
10000_Restaurant_Reviews,british_airways_reviews copy,0.0067654958677685,-0.0171745121479034,0.511970004007836
10000_Restaurant_Reviews,british_airways_reviews,0.0117924210863643,-0.0501550920307636,0.5309737565585639
10000_Restaurant_Reviews,Car_Fuel_and_Emissions_2000-2013,0.0216494402828044,,
10000_Restaurant_Reviews,Categorized_parliamentary_initatives,0.0107256198347107,0.0459797792136669,0.48237292031052187
10000_Restaurant_Reviews,Cazton_dataset,0.0116814049586776,-0.02692237123847,0.5193018880985738
10000_Restaurant_Reviews,christmas_billboard_data,0.0177229488703923,,
10000_Restaurant_Reviews,city_list_indonesia,0.0109877551020408,-0.0488804578781127,0.5299341064900768
10000_Restaurant_Reviews,Classic_Punk_Rock_Tracks,0.0218475102040816,0.0914306566119194,0.4652084267960811
10000_Restaurant_Reviews,clickbait_data,0.0081185950413223,,
10000_Restaurant_Reviews,Climate_change_2022-1-17_2022-7-19,0.010282840483132,0.1254752427339553,0.44240379887458836
10000_Restaurant_Reviews,climate_change_faqs,0.01032928,-0.0476229041814804,0.5289760920907403
10000_Restaurant_Reviews,cmd_commands,0.0065203112257268,-0.0284974090754985,0.5175088601506127
10000_Restaurant_Reviews,combined_job_offers,0.013932470703125,-0.0390758551657199,0.5265041629344225
10000_Restaurant_Reviews,companion_plants,0.0156658163265306,,
10000_Restaurant_Reviews,Constitution_Of_India,0.0073024930747922,0.0809604227542877,0.46317103516025226
10000_Restaurant_Reviews,corona_news_dataset,0.0122076124567474,0.0158997252583503,0.49815394359919857
10000_Restaurant_Reviews,Countries Capitals and their coordinates - Sheet1,0.0089235,,
10000_Restaurant_Reviews,countries-table,0.0087964081632653,,
10000_Restaurant_Reviews,countries,0.0138243055555555,-0.0624093934893608,0.5381168495224582
10000_Restaurant_Reviews,Countries_usefulFeatures,0.0117469135802469,0.0917850658297538,0.4599809238752466
10000_Restaurant_Reviews,Country Code_mapping,0.0082546296296296,,
10000_Restaurant_Reviews,Country_data,0.0129182857142857,-0.0569077394902706,0.5349130126022782
10000_Restaurant_Reviews,Country_Gross_Average_Monthly_Wages_2020,0.008725132939612,0.0679698884487152,0.4703776222454484
10000_Restaurant_Reviews,country_info,0.01709375,0.2135789096355438,0.4017574201822281
10000_Restaurant_Reviews,County Child Nutrition,0.0045795555555555,,
10000_Restaurant_Reviews,coursera_course_dataset_v2,0.0131120242214532,0.040283478796482,0.4864142727124856
10000_Restaurant_Reviews,COVID-19_Worldwide_Refined_Dataset,0.0087904844290657,0.01820226944983,0.49529410748961783
10000_Restaurant_Reviews,covid_faq,0.0075628293389496,0.1688674390316009,0.4193476951536743
10000_Restaurant_Reviews,crypto_news,0.0106442658875091,0.0151189118623733,0.4977626770125679
10000_Restaurant_Reviews,Customer_feedback_dataset,0.0099115428530204,-0.0236778315156698,0.5167946871843451
10000_Restaurant_Reviews,daraz-code-mixed-product-reviews,0.0081185950413223,-0.0315575525164604,0.5198380737788914
10000_Restaurant_Reviews,Dark_Side_of_the_Moon_Review,0.0085696280991735,-0.0829121172428131,0.5457408726709934
10000_Restaurant_Reviews,Data_Scientist_Job_Roles_in_UK,0.0168902646502835,-0.0111343059688806,0.5140122853095821
10000_Restaurant_Reviews,Disney_Hotstar_Tv_and_Movie,0.0142414933837429,0.0390433110296726,0.48759909117703515
10000_Restaurant_Reviews,Disney_World_Incident,0.017926953981008,0.0692653506994247,0.4743308016407916
10000_Restaurant_Reviews,Dog-Cat-QA,0.0123429752066115,,
10000_Restaurant_Reviews,Dragons_Den_UK,0.0082374881852552,-0.003647994948551,0.5059427415669031
10000_Restaurant_Reviews,drug_reviews_scrapped_data,0.0198767950052029,0.0412439256906509,0.489316434657276
10000_Restaurant_Reviews,economics_and_education_dataset_CSV,0.0192839506172839,0.0199792552739381,0.49965234767167294
10000_Restaurant_Reviews,egypt_House_prices,0.0137764792899408,,
10000_Restaurant_Reviews,Elon_Musk_Tweets,0.0074544642857142,0.0464538820087909,0.48050029113846165
10000_Restaurant_Reviews,email_thread_summaries,0.007667561983471,-0.0275121908634901,0.5175898764234805
10000_Restaurant_Reviews,esg_sasb_data,0.0102752,0.0215768236666917,0.4943491881666542
10000_Restaurant_Reviews,Etsy_Reviews,0.0085696280991735,0.0032169797923415,0.502676324153416
10000_Restaurant_Reviews,EU_Unemployment_by_Gender,0.0117778842149104,0.1227781698107719,0.44449985720206925
10000_Restaurant_Reviews,EU_Unemployment_by_Gender_and_Age,0.010707788421491,0.049532875418663,0.480587456501414
10000_Restaurant_Reviews,filtered_customer_booking,0.0143648632580261,,
10000_Restaurant_Reviews,Financial-QA-10k,0.0156586888657648,-0.062950424849987,0.5393045568578759
10000_Restaurant_Reviews,First three qtr Dell tweets,0.0088520408163265,,
10000_Restaurant_Reviews,Football_News_from_GOAL,0.0176017689906347,0.2019430845975875,0.4078293421965236
10000_Restaurant_Reviews,gameofthrones,0.0086879394267171,0.0561910718679428,0.47624843377938714
10000_Restaurant_Reviews,Game_App_Reviews,0.0124898466033601,-0.0270207095891237,0.5197552780962419
10000_Restaurant_Reviews,game_name_data,0.0157137912385073,-0.0513265840709209,0.5335201876547141
10000_Restaurant_Reviews,Game_of_Thrones_Script,0.0199531141868512,-0.0295383650809526,0.5247457396339019
10000_Restaurant_Reviews,Gender_bias_spanish,0.007667561983471,0.0154404649510979,0.49611354851618655
10000_Restaurant_Reviews,Glassdoor_Job_Postings,0.015608693877551,-0.0689532682299614,0.5422809810537562
10000_Restaurant_Reviews,Global Nations Economy -GDP Growth,0.0120105371900826,,
10000_Restaurant_Reviews,Global Nations Economy -GDP Per Capita,0.0129601239669421,,
10000_Restaurant_Reviews,Global Nations Economy -Inflation,0.0111053719008264,,
10000_Restaurant_Reviews,Global Nations Economy -Population,0.0072165289256198,,
10000_Restaurant_Reviews,Global Temperature,0.0159524234693877,,
10000_Restaurant_Reviews,global-plastics-production,0.0095271371732763,0.0334692820906639,0.48802892754130617
10000_Restaurant_Reviews,global_trust-rate,0.0102796875,-0.0210093110799789,0.5156444992899895
10000_Restaurant_Reviews,Global_Wine_Ratings_Dataset,0.014694901144641,-0.0313478149473667,0.5230213580460038
10000_Restaurant_Reviews,Google_Play_Review,0.014370909090909,0.050584003329277,0.481893452880816
10000_Restaurant_Reviews,Google_Play_Store_Reviews,0.0128380177514792,-0.0270732808858156,0.5199556493186475
10000_Restaurant_Reviews,Grocery,0.0143364375,,
10000_Restaurant_Reviews,Guardians_Russia_Ukraine,0.010495855556049,-0.0487665049731731,0.5296311802646111
10000_Restaurant_Reviews,Gym_Exercises,0.0134067160871178,0.0211192611604928,0.49614372746331253
10000_Restaurant_Reviews,Harry_Potter_Reviews,0.0117119065010956,0.0073588918894529,0.5021765073058213
10000_Restaurant_Reviews,Havells_Employee_Reviews_from_AmbitionBox,0.0113242865636147,,
10000_Restaurant_Reviews,headphone_dataset_review_analysis,0.0101911764705882,0.01554452534765,0.4973233255614691
10000_Restaurant_Reviews,High-Quality_Financial_News,0.0172929145361577,0.0354840084910392,0.49090445302255925
10000_Restaurant_Reviews,Honeywell_Automation_Employee,0.0120092746730083,,
10000_Restaurant_Reviews,Housing_in_London_Boroughs,0.0135815910037484,,
10000_Restaurant_Reviews,human_stress,0.0114205989773557,0.0796682834625244,0.46587615775741564
10000_Restaurant_Reviews,IEEE_Rearch_Paper,0.0122644265887509,-0.0026693269610404,0.5074668767748957
10000_Restaurant_Reviews,ielts_writing_dataset,0.0085206057328285,0.0949549973011016,0.4567828042158635
10000_Restaurant_Reviews,indeed_list,0.013630125,,
10000_Restaurant_Reviews,Independent_Medical_Reviews,0.0212573927530195,-0.0420648418366909,0.5316611172948552
10000_Restaurant_Reviews,India-Startups,0.013402079395085,0.0156537871807813,0.49887414610715186
10000_Restaurant_Reviews,indo-song-emot,0.0070464099895941,-0.0248102191835641,0.5159283145865792
10000_Restaurant_Reviews,Inequality in Education,0.0182752066115702,,
10000_Restaurant_Reviews,Inspirational_Quotes,0.0112890306122448,0.1062073856592178,0.4525408224765135
10000_Restaurant_Reviews,Iphone_Customer_Reviews,0.016496293211162,,
10000_Restaurant_Reviews,JoeBidenTweets,0.01076075,-0.0002900065737776,0.5055253782868888
10000_Restaurant_Reviews,kaffee_reviews,0.01027104,,
10000_Restaurant_Reviews,kdrama_list,0.0155268638067471,-0.0628702566027641,0.5391985602047557
10000_Restaurant_Reviews,Kendrick_Lamar_Track_and_Lyrics,0.0133204549168149,,
10000_Restaurant_Reviews,Kendric_Lyrics,0.0122660799999999,0.0116723664104938,0.500296856794753
10000_Restaurant_Reviews,Known_Brands_Slogans,0.0088080350620891,0.0255527272820472,0.49162765389002094
10000_Restaurant_Reviews,korean_drama,0.0148698819336155,0.1128057539463043,0.4510320639936556
10000_Restaurant_Reviews,las_vegas_airbnb_data,0.0123,0.0485872440040111,0.4818563779979944
10000_Restaurant_Reviews,liberal_vs_conservatives,0.0120991346673877,0.0929811894893646,0.4595589725890115
10000_Restaurant_Reviews,lightning,0.0109043827611395,0.049199178814888,0.48085260197312574
10000_Restaurant_Reviews,linux_commands,0.0064961089851683,0.0059197735972702,0.500288167693949
10000_Restaurant_Reviews,list_of_English_contractions,0.0078404569246381,0.0463169440627098,0.48076175643096414
10000_Restaurant_Reviews,LLMs,0.0109088387573964,0.0289201512932777,0.4909943437320593
10000_Restaurant_Reviews,macos_commands,0.0063144628099173,,
10000_Restaurant_Reviews,Marvel_vs_DC_dataset,0.0168251486325802,0.0400625318288803,0.48838130840184996
10000_Restaurant_Reviews,Maze_Runner_Movie_Review,0.0108595041322314,0.0745172202587127,0.46817114193675935
10000_Restaurant_Reviews,mcdonalds_sri_lanka_reviews,0.0087826926314017,-0.0098623866215348,0.5093225396264682
10000_Restaurant_Reviews,Meal_dataset_for_practice,0.0182257653061224,-0.0524437166750431,0.5353347409905828
10000_Restaurant_Reviews,medical_data,0.0150528,-0.0498469062149524,0.5324498531074763
10000_Restaurant_Reviews,medium,0.0132246162927981,0.001183803891763,0.5060204062005176
10000_Restaurant_Reviews,medium_articles,0.0130061114115738,-0.0343877039849758,0.5236969076982748
10000_Restaurant_Reviews,medium_articles_2,0.0075031998378952,0.0934189185500145,0.45704214064394033
10000_Restaurant_Reviews,Mental_Health_FAQ,0.0078486611976463,-0.0523723848164081,0.5301105230070272
10000_Restaurant_Reviews,Men_Women_Shoes_Reviews,0.0144585,-0.0735236555337905,0.5439910777668953
10000_Restaurant_Reviews,Movie_Review_dataset,0.0097105186267348,-0.0169437900185585,0.5133271543226466
10000_Restaurant_Reviews,movie_tvshow_description,0.0087468112244897,-0.0692825838923454,0.5390146975584176
10000_Restaurant_Reviews,Mumble_rap,0.0124697457638482,0.1435534656047821,0.43445814007953304
10000_Restaurant_Reviews,netflix-rotten-tomatoes-metacritic-imdb,0.0154424545197473,-0.0676959753036499,0.5415692149116986
10000_Restaurant_Reviews,Netflix_movies_and_tv_shows_clustering,0.0149473002958579,-0.003130218014121,0.5090387591549895
10000_Restaurant_Reviews,Netflix_Movie_and_TV_Shows,0.0160412272471383,-0.0205339267849922,0.5182875770160653
10000_Restaurant_Reviews,netflix_titles,0.0150353180473372,,
10000_Restaurant_Reviews,Nigerian_Road_Traffic_Crashes_2020_2024,0.0214278217409412,0.0440838411450386,0.4886719902979513
10000_Restaurant_Reviews,nightwish_lyrics,0.0173684703433922,0.0735789164900779,0.47189477692665716
10000_Restaurant_Reviews,Nike_Product_Descriptions,0.0143792,,
10000_Restaurant_Reviews,Olympic_Summer_Games-Paris_2024,0.0142390273888395,-0.020704198628664,0.5174716130087518
10000_Restaurant_Reviews,opinion_climate_nasa,0.012774193548387,,
10000_Restaurant_Reviews,overwatch2-reviews,0.0128624374999999,0.0718606188893318,0.47050090930533406
10000_Restaurant_Reviews,parent_reply,0.0070918367346938,0.0875877439975738,0.45975204636856
10000_Restaurant_Reviews,Phoenix_Wright_Ace_Attorney_1_transcript,0.0121275754422476,0.1684968173503875,0.4218153790459301
10000_Restaurant_Reviews,PoetryFoundationData,0.0060345663265306,0.0521172732114791,0.4769586465575258
10000_Restaurant_Reviews,Pokemon,0.0176455576559546,,
10000_Restaurant_Reviews,Prateek_Kuhad_Lyrics,0.0086746795571665,-0.0433870591223239,0.5260308693397453
10000_Restaurant_Reviews,Premier_League_Player_Stats,0.0151819241982507,0.0242219436913728,0.495479990253439
10000_Restaurant_Reviews,Product_Tweets,0.00946176,0.1151028499007225,0.44717945504963874
10000_Restaurant_Reviews,pro_kabaddi_all_seasons_schedule_results,0.0223038714390065,0.0895607024431228,0.46637158449794186
10000_Restaurant_Reviews,public-education-expenditure-as-share-of-gdp,0.0131778650145097,,
10000_Restaurant_Reviews,Public_Schools_in_Montgomery,0.0119608024691358,0.0229819994419813,0.49448940151357723
10000_Restaurant_Reviews,Restaurant_reviews,0.0113101533966398,0.0336869619786739,0.4888115957089829
10000_Restaurant_Reviews,rfd_comments,0.0139438016528925,-0.0217819605022668,0.5178628810775797
10000_Restaurant_Reviews,rfd_main,0.0177432818073721,-0.0749941542744636,0.5463687180409179
10000_Restaurant_Reviews,saas-businesses-data,0.0176255771689694,0.2038781195878982,0.40687372879053557
10000_Restaurant_Reviews,Samsung_India_Electronics_Employee,0.0108417360285374,-0.0781841054558754,0.5445129207422064
10000_Restaurant_Reviews,samsung_mobile_new_data,0.0219168241965973,-0.0859943553805351,0.5539555897885662
10000_Restaurant_Reviews,sap_press,0.0094586776859504,-0.0853155702352523,0.5473871239606014
10000_Restaurant_Reviews,see_you_again_comments,0.0089419354838709,0.1060232520103454,0.4514593417367627
10000_Restaurant_Reviews,Seth-Godins_blog,0.005476625,-0.0523906946182251,0.5289336598091126
10000_Restaurant_Reviews,Silicon_Valley_Companies,0.0107067451315109,0.0572239309549331,0.47674140708828894
10000_Restaurant_Reviews,singapore_airlines_reviews,0.0104208911614317,0.0543304532766342,0.47804521894239876
10000_Restaurant_Reviews,Smart_India_Hackerton,0.017084375,0.0187111217528581,0.499186626623571
10000_Restaurant_Reviews,Spotify_App_Reviews,0.0105902185223725,,
10000_Restaurant_Reviews,spotify_top200_us,0.0107603305785123,0.0649432688951492,0.47290853084168155
10000_Restaurant_Reviews,superheroes_nlp_dataset,0.0055818428467077,0.0829510912299156,0.46131537580839604
10000_Restaurant_Reviews,Supreme_Court_Judgment_Prediction,0.0111649825315775,0.0390979461371898,0.48603351819719387
10000_Restaurant_Reviews,Symptom2Disease,0.0204623966942148,0.0095525961369276,0.5054549002786436
10000_Restaurant_Reviews,talking_head,0.0079456,0.0018925548065453,0.5030265225967274
10000_Restaurant_Reviews,Tata_Motors_Employee_Reviews,0.0104744054696789,-0.0078760925680398,0.5091752490188594
10000_Restaurant_Reviews,taylor_all_songs,0.0165966691700104,-0.0375644378364086,0.5270805535032095
10000_Restaurant_Reviews,TED_Ed,0.0059592,0.0566021800041198,0.47467850999794015
10000_Restaurant_Reviews,Text_to_SQL_dataset,0.0063144628099173,0.0122431078925728,0.4970356774586723
10000_Restaurant_Reviews,The_Big_Bang_Theory,0.0142365388307449,0.0169732719659805,0.4986316334323822
10000_Restaurant_Reviews,top10K-TMDB-movies,0.0149276365603028,-0.0490432046353817,0.5319854205978423
10000_Restaurant_Reviews,TopAnimatedImDb,0.0119055899847888,-0.0796489343047142,0.5457772621447515
10000_Restaurant_Reviews,Top_1000_wealthiest_people,0.0205319458896982,-0.0779514610767364,0.5492417034832173
10000_Restaurant_Reviews,Top_100_Companies_By_Revenue_2024,0.0102986767485822,0.069808542728424,0.4702450670100791
10000_Restaurant_Reviews,Top_Self-Help_Books,0.007442230470261,,
10000_Restaurant_Reviews,tripadvisor_hotel_reviews,0.0085696280991735,0.0215760450810194,0.49349679150907705
10000_Restaurant_Reviews,trump_speech,0.0099107142857142,-0.0687153115868568,0.5393130129362855
10000_Restaurant_Reviews,TTA4_dear_watson,0.0081468112244897,0.0434949211776256,0.482325945023432
10000_Restaurant_Reviews,Ukraine_Conflict,0.0135280279437757,,
10000_Restaurant_Reviews,Urban_Horror_Legends,0.0079928607389128,0.0279953777790069,0.489998741479953
10000_Restaurant_Reviews,US_Mass_Shootings,0.0159174862045594,0.0101182283833622,0.5028996289105986
10000_Restaurant_Reviews,vbscript_commands,0.0084247996286763,-0.0419963225722312,0.5252105611004538
10000_Restaurant_Reviews,weapons_list,0.0129398953858495,-0.0230440665036439,0.5179919809447467
10000_Restaurant_Reviews,website_classification,0.0154488,-0.022752571851015,0.5191006859255075
10000_Restaurant_Reviews,web_scrape_tripadvisor_final,0.0099946428571428,0.0204158294945955,0.49478940668127364
10000_Restaurant_Reviews,whatmobile_available_phones,0.0233767605633802,0.1251143962144851,0.44913118217444753
10000_Restaurant_Reviews,Whirlpool_Employee_Reviews,0.0118594530321046,0.0611016936600208,0.47537887968604187
10000_Restaurant_Reviews,Wikipedia_Crypto_Articles,0.0067263723667406,0.0595002584159374,0.47361305697540157
10000_Restaurant_Reviews,Wiki_Telugu_Movies_1930_1999,0.0125405,0.0433802418410778,0.4845801290794611
10000_Restaurant_Reviews,Womens_Clothing_E-Commerce_Reviews,0.0139111531190926,0.0276867039501667,0.49311222458446297
10000_Restaurant_Reviews,word_analogy_test,0.0161892733564013,0.1396572887897491,0.4382659922833261
10000_Restaurant_Reviews,World_Important_Dates,0.0195451553254437,-0.073414996266365,0.5464800757959044
10000_Restaurant_Reviews,youtube_video,0.0078038265306122,-0.0725749880075454,0.5401894072690788
10000_Restaurant_Reviews,zomato_cafe,0.01621738495252,0.0390294417738914,0.4885939715893143
2022_NEXT_UK-PM-Tweets,2023-02-27-yc-companies,0.0131224376731301,,
2022_NEXT_UK-PM-Tweets,5-Minute_Crafts,0.0143786008230452,0.0225808080285787,0.4958988963972333
2022_NEXT_UK-PM-Tweets,700_Classic_Disco_Tracks_(with_Spotify_Data),0.0226748299319727,0.1993190795183181,0.4116778752068273
2022_NEXT_UK-PM-Tweets,air-canada-review,0.0145584444444444,0.0478140003979206,0.4833722220232619
2022_NEXT_UK-PM-Tweets,airport_reviews,0.0033333333333333,-0.0588111877441406,0.531072260538737
2022_NEXT_UK-PM-Tweets,AI_ML_Youtube_Videos,0.0151473251028806,,
2022_NEXT_UK-PM-Tweets,Allsides-Rating_of_bias_in_electronic,0.0107404958677685,,
2022_NEXT_UK-PM-Tweets,All_Elon_Musk_Tweets,0.0140102040816326,0.0947110056877136,0.45964959919695947
2022_NEXT_UK-PM-Tweets,All_injuries_in_Cinematography,0.0082146822418214,,
2022_NEXT_UK-PM-Tweets,Amazon_customer_reviews_of_Musical_Instrument,0.0072222222222222,0.0413817353546619,0.48292024343378015
2022_NEXT_UK-PM-Tweets,Amazon_Employee_Reviews,0.0135214532871972,-0.0933425575494766,0.5534320054183369
2022_NEXT_UK-PM-Tweets,Amazon_Oatmeal_Cookie_Reviews,0.0055092592592592,-0.0621209181845188,0.533815088721889
2022_NEXT_UK-PM-Tweets,amazon_reviews,0.0123612244897959,0.0445257723331451,0.4839177260783254
2022_NEXT_UK-PM-Tweets,amazon_top500_bestseller_laptop,0.0131655555555555,-0.0424697659909725,0.527817660773264
2022_NEXT_UK-PM-Tweets,American_reviews_trustpilot,0.0033333333333333,-0.018982795998454,0.5111580646658938
2022_NEXT_UK-PM-Tweets,Animals_Being_Bros,0.0033333333333333,-0.0343448929488658,0.5188391131410997
2022_NEXT_UK-PM-Tweets,Anime_Quotes,0.007767202095828,-0.0842899456620216,0.5460285738789248
2022_NEXT_UK-PM-Tweets,APPLE_iPhone_SE,0.0123873456790123,0.1470935195684433,0.4326469130552845
2022_NEXT_UK-PM-Tweets,Arabic_Names,0.0053333333333333,-0.0505353324115276,0.5279343328724304
2022_NEXT_UK-PM-Tweets,awesome_chatgpt_prompts,0.0033167495854063,-0.0525985397398471,0.5279576446626267
2022_NEXT_UK-PM-Tweets,bad_bunny_lyrics,0.0067564440742283,,
2022_NEXT_UK-PM-Tweets,bbc_full_text_document,0.005968,-0.0496183633804321,0.527793181690216
2022_NEXT_UK-PM-Tweets,BBC_News_Articles,0.0146944444444444,0.1688558161258697,0.42291931415928735
2022_NEXT_UK-PM-Tweets,Beat_Bobby_Flay,0.0150041243459526,0.0936292633414268,0.46068743050226285
2022_NEXT_UK-PM-Tweets,Best_Books_Multi-Genre,0.0068133333333333,0.0761142745614051,0.46534952938596413
2022_NEXT_UK-PM-Tweets,Best_Movie_by_Year_Netflix,0.0099913301852646,0.0038559001404792,0.5030677150223927
2022_NEXT_UK-PM-Tweets,big-mac-source-data,0.014619140625,-0.0266789235174655,0.5206490320712328
2022_NEXT_UK-PM-Tweets,billboard-hot-100-tracks,0.0123245674740484,-0.0358355566859245,0.5240800620799865
2022_NEXT_UK-PM-Tweets,billboard_top_100,0.016909375,0.0119729358702898,0.5024682195648551
2022_NEXT_UK-PM-Tweets,bitcoin_articles,0.018197,,
2022_NEXT_UK-PM-Tweets,Booking_Jobs_All_220218,0.0104562358276644,0.0292356610298156,0.4906102873989244
2022_NEXT_UK-PM-Tweets,books_Christanity,0.0118012345679012,-0.0665576681494712,0.5391794513586863
2022_NEXT_UK-PM-Tweets,books_dataset,0.0085357846355876,0.0948884561657905,0.4568236642348985
2022_NEXT_UK-PM-Tweets,Breaking_Bad_Character,0.011776,0.0076151019893586,0.5020804490053207
2022_NEXT_UK-PM-Tweets,british_airways_reviews copy,0.0071133333333333,-0.0870560258626937,0.5470846795980135
2022_NEXT_UK-PM-Tweets,british_airways_reviews,0.0115399305555555,,
2022_NEXT_UK-PM-Tweets,Car_Fuel_and_Emissions_2000-2013,0.0221610246059207,,
2022_NEXT_UK-PM-Tweets,Categorized_parliamentary_initatives,0.0092088888888888,0.2001595646142959,0.40452466213729643
2022_NEXT_UK-PM-Tweets,Cazton_dataset,0.0106684444444444,0.0313251391053199,0.48967165266956225
2022_NEXT_UK-PM-Tweets,christmas_billboard_data,0.0188367768595041,0.0270743258297443,0.4958812255148799
2022_NEXT_UK-PM-Tweets,city_list_indonesia,0.0099773242630385,-0.0496397018432617,0.5298085130531501
2022_NEXT_UK-PM-Tweets,Classic_Punk_Rock_Tracks,0.0222455026455026,0.0732017457485199,0.47452187844849136
2022_NEXT_UK-PM-Tweets,clickbait_data,0.0053333333333333,-0.0158557556569576,0.5105945444951454
2022_NEXT_UK-PM-Tweets,Climate_change_2022-1-17_2022-7-19,0.0096642857142857,-0.0759588405489921,0.5428115631316389
2022_NEXT_UK-PM-Tweets,climate_change_faqs,0.0088888888888888,-0.0637076497077941,0.5362982692983415
2022_NEXT_UK-PM-Tweets,cmd_commands,0.0027972027972027,-0.0459431335330009,0.5243701681651018
2022_NEXT_UK-PM-Tweets,combined_job_offers,0.0139405355493998,0.0254066083580255,0.4942669635956871
2022_NEXT_UK-PM-Tweets,companion_plants,0.0169142857142857,0.0441687330603599,0.48637277632696285
2022_NEXT_UK-PM-Tweets,Constitution_Of_India,0.0033333333333333,0.1527702808380127,0.4252815262476603
2022_NEXT_UK-PM-Tweets,corona_news_dataset,0.011375171467764,0.0369356274604797,0.48721977200364214
2022_NEXT_UK-PM-Tweets,Countries Capitals and their coordinates - Sheet1,0.0061538461538461,,
2022_NEXT_UK-PM-Tweets,countries-table,0.0078375,,
2022_NEXT_UK-PM-Tweets,countries,0.0137771626297577,0.0713815689086914,0.47119779686053315
2022_NEXT_UK-PM-Tweets,Countries_usefulFeatures,0.0109939999999999,0.0964409857988357,0.4572765071005821
2022_NEXT_UK-PM-Tweets,Country Code_mapping,0.0045454545454545,,
2022_NEXT_UK-PM-Tweets,Country_data,0.0126573979591836,-0.0705286785960197,0.5415930382776016
2022_NEXT_UK-PM-Tweets,Country_Gross_Average_Monthly_Wages_2020,0.0049900199600798,,
2022_NEXT_UK-PM-Tweets,country_info,0.0181469387755102,-0.0599778704345226,0.5390624046050164
2022_NEXT_UK-PM-Tweets,County Child Nutrition,0.0040030699349988,,
2022_NEXT_UK-PM-Tweets,coursera_course_dataset_v2,0.0129017832647462,0.0542980581521987,0.47930186255627377
2022_NEXT_UK-PM-Tweets,COVID-19_Worldwide_Refined_Dataset,0.0074436213991769,-0.0422957763075828,0.5248696988533799
