Query,Target,Diversity,Similarity,IVS,scaled_div,scaled_sim,scaled_IVS
10000_Restaurant_Reviews,big-mac-source-data,0.0144697542533081,-0.0700515657663345,0.5422606600098213,0.27571239933896524,0.13453350381267437,0.5705894477631455
10000_Restaurant_Reviews,billboard-hot-100-tracks,0.0127888888888888,-0.0004852323036175,0.5066370605962531,0.23951523834528826,0.28988690013684837,0.4748141691042199
10000_Restaurant_Reviews,billboard_top_100,0.0159470699432892,0.0438080914318561,0.4860694892557165,0.3075261513506887,0.3888013884285132,0.45936238146108777
10000_Restaurant_Reviews,bitcoin_articles,0.0178089552238805,,,0.3476215466630932,,
10000_Restaurant_Reviews,Booking_Jobs_All_220218,0.0113428571428571,0.0166147965937852,0.4973640302745359,0.2083751809551711,0.32807415874631307,0.44015051110442904
10000_Restaurant_Reviews,books_Christanity,0.0123048442906574,-0.0013928790576756,0.5068488616741665,0.2290914170082624,0.2878599713210426,0.4706157228436099
10000_Restaurant_Reviews,books_dataset,0.0102672566625972,,,0.18521230035033778,,
10000_Restaurant_Reviews,Breaking_Bad_Character,0.0124669421487603,0.04246436804533,0.4850012870517151,0.23258216789806252,0.38580062668894377,0.4233907706045594
10000_Restaurant_Reviews,british_airways_reviews copy,0.0067654958677685,-0.0171745121479034,0.511970004007836,0.1098024537707748,0.2526169136799089,0.42859277004543295
10000_Restaurant_Reviews,british_airways_reviews,0.0117924210863643,-0.0501550920307636,0.5309737565585639,0.21805646702635167,0.17896569702797777,0.5195453849991869
10000_Restaurant_Reviews,Car_Fuel_and_Emissions_2000-2013,0.0216494402828044,,,0.43032576492730007,,
10000_Restaurant_Reviews,Categorized_parliamentary_initatives,0.0107256198347107,0.0459797792136669,0.4823729203105218,0.19508307637188832,0.3936511347909665,0.40071597079046095
10000_Restaurant_Reviews,Cazton_dataset,0.0116814049586776,-0.02692237123847,0.5193018880985738,0.21566575285504835,0.23084829456157355,0.4924087291467374
10000_Restaurant_Reviews,christmas_billboard_data,0.0177229488703923,,,0.34576941389291915,,
10000_Restaurant_Reviews,city_list_indonesia,0.0109877551020408,-0.0488804578781127,0.5299341064900768,0.20072811652473022,0.18181217081534828,0.509457972854691
10000_Restaurant_Reviews,Classic_Punk_Rock_Tracks,0.0218475102040816,0.0914306566119194,0.4652084267960811,0.4345911683202438,0.49515063632091794,0.46972026599966293
10000_Restaurant_Reviews,clickbait_data,0.0081185950413223,,,0.13894122339641882,,
10000_Restaurant_Reviews,Climate_change_2022-1-17_2022-7-19,0.010282840483132,0.1254752427339553,0.4424037988745883,0.1855478953793838,0.5711779589818664,0.3071849681987587
10000_Restaurant_Reviews,climate_change_faqs,0.01032928,-0.0476229041814804,0.5289760920907403,0.1865479627875907,0.18462050105366035,0.5009637308669652
10000_Restaurant_Reviews,cmd_commands,0.0065203112257268,-0.0284974090754985,0.5175088601506127,0.10452244256403156,0.22733096850539158,0.43859573702932
10000_Restaurant_Reviews,combined_job_offers,0.013932470703125,-0.0390758551657199,0.5265041629344225,0.2641420858701343,0.2037075080447533,0.5302172889126906
10000_Restaurant_Reviews,companion_plants,0.0156658163265306,,,0.3014694006665659,,
10000_Restaurant_Reviews,Constitution_Of_India,0.0073024930747922,0.0809604227542877,0.4631710351602522,0.12136660088645237,0.47176883208995063,0.32479888439825083
10000_Restaurant_Reviews,corona_news_dataset,0.0122076124567474,0.0158997252583503,0.4981539435991985,0.22699754535128608,0.3264772834325751,0.45026013095935546
10000_Restaurant_Reviews,Countries Capitals and their coordinates - Sheet1,0.0089235,,,0.15627472017171296,,
10000_Restaurant_Reviews,countries-table,0.0087964081632653,,,0.15353781823259938,,
10000_Restaurant_Reviews,countries,0.0138243055555555,-0.0624093934893608,0.5381168495224582,0.261812767089846,0.15159976790087148,0.5551064995944872
10000_Restaurant_Reviews,Countries_usefulFeatures,0.0117469135802469,0.0917850658297538,0.4599809238752466,0.21707647031738186,0.49594209208606443,0.3605671891156587
10000_Restaurant_Reviews,Country Code_mapping,0.0082546296296296,,,0.14187070602953206,,
10000_Restaurant_Reviews,Country_data,0.0129182857142857,-0.0569077394902706,0.5349130126022782,0.24230177783864054,0.1638858924041443,0.5392079427172481
10000_Restaurant_Reviews,Country_Gross_Average_Monthly_Wages_2020,0.008725132939612,0.0679698884487152,0.4703776222454484,0.15200291793656637,0.44275877041237255,0.3546220737620969
10000_Restaurant_Reviews,country_info,0.01709375,0.2135789096355438,0.4017574201822281,0.33221971902101727,0.7679283582121339,0.28214568040444166
10000_Restaurant_Reviews,County Child Nutrition,0.0045795555555555,,,0.06272858629830283,,
10000_Restaurant_Reviews,coursera_course_dataset_v2,0.0131120242214532,0.040283478796482,0.4864142727124856,0.2464739049364223,0.3809303318933011,0.4327717865215606
10000_Restaurant_Reviews,COVID-19_Worldwide_Refined_Dataset,0.0087904844290657,0.01820226944983,0.4952941074896178,0.15341025158446353,0.3316192543045139,0.4108954986399748
10000_Restaurant_Reviews,covid_faq,0.0075628293389496,0.1688674390316009,0.4193476951536743,0.12697289979990126,0.6680800771942239,0.22944641130283866
10000_Restaurant_Reviews,crypto_news,0.0106442658875091,0.0151189118623733,0.4977626770125679,0.1933311324109603,0.32473359497118093,0.4342987687198897
10000_Restaurant_Reviews,Customer_feedback_dataset,0.0099115428530204,-0.0236778315156698,0.5167946871843451,0.17755206157959372,0.23809390088227814,0.4697290803486578
10000_Restaurant_Reviews,daraz-code-mixed-product-reviews,0.0081185950413223,-0.0315575525164604,0.5198380737788914,0.13894122339641882,0.22049715029004235,0.4592220365531882
10000_Restaurant_Reviews,Dark_Side_of_the_Moon_Review,0.0085696280991735,-0.0829121172428131,0.5457408726709934,0.14865414660496537,0.10581371579130944,0.5214202154068279
10000_Restaurant_Reviews,Data_Scientist_Job_Roles_in_UK,0.0168902646502835,-0.0111343059688806,0.5140122853095821,0.32783769526143586,0.266105716347831,0.5308659894568024
10000_Restaurant_Reviews,Disney_Hotstar_Tv_and_Movie,0.0142414933837429,0.0390433110296726,0.4875990911770351,0.27079683880740374,0.37816082737875223,0.4463180057143258
10000_Restaurant_Reviews,Disney_World_Incident,0.017926953981008,0.0692653506994247,0.4743308016407916,0.3501626306185434,0.44565175686774383,0.4522554368753998
10000_Restaurant_Reviews,Dog-Cat-QA,0.0123429752066115,,,0.2299125600532937,,
10000_Restaurant_Reviews,Dragons_Den_UK,0.0082374881852552,-0.003647994948551,0.5059427415669031,0.14150156782559345,0.28282391587132033,0.4293388259771365
10000_Restaurant_Reviews,drug_reviews_scrapped_data,0.0198767950052029,0.0412439256906509,0.489316434657276,0.39215213849875497,0.38307517235809446,0.5045384830703302
10000_Restaurant_Reviews,economics_and_education_dataset_CSV,0.0192839506172839,0.0199792552739381,0.4996523476716729,0.3793853314671188,0.3355875643943802,0.5218988835363693
10000_Restaurant_Reviews,egypt_House_prices,0.0137764792899408,,,0.2607828362739536,,
10000_Restaurant_Reviews,Elon_Musk_Tweets,0.0074544642857142,0.0464538820087909,0.4805002911384616,0.12463927608375949,0.3947098865716503,0.3649646947560546
10000_Restaurant_Reviews,email_thread_summaries,0.007667561983471,-0.0275121908634901,0.5175898764234805,0.1292283001878701,0.22953112751532365,0.4498485863362732
10000_Restaurant_Reviews,esg_sasb_data,0.0102752,0.0215768236666917,0.4943491881666542,0.18538335882348064,0.33915520499466334,0.42311407691440867
10000_Restaurant_Reviews,Etsy_Reviews,0.0085696280991735,0.0032169797923415,0.502676324153416,0.14865414660496537,0.29815456632523407,0.42524979013986564
10000_Restaurant_Reviews,EU_Unemployment_by_Gender,0.0117778842149104,0.1227781698107719,0.4444998572020692,0.21774341787470652,0.565154938680314,0.3262942395971963
10000_Restaurant_Reviews,EU_Unemployment_by_Gender_and_Age,0.010707788421491,0.049532875418663,0.480587456501414,0.19469907980159712,0.40158579995782484,0.39655663992188617
10000_Restaurant_Reviews,filtered_customer_booking,0.0143648632580261,,,0.2734535888932391,,
10000_Restaurant_Reviews,Financial-QA-10k,0.0156586888657648,-0.062950424849987,0.5393045568578759,0.3013159119634984,0.15039155330614637,0.575462179328676
10000_Restaurant_Reviews,First three qtr Dell tweets,0.0088520408163265,,,0.15473585832670136,,
10000_Restaurant_Reviews,Football_News_from_GOAL,0.0176017689906347,0.2019430845975875,0.4078293421965236,0.3431598249813792,0.7419435916058967,0.30060811668774123
10000_Restaurant_Reviews,gameofthrones,0.0086879394267171,0.0561910718679428,0.4762484337793871,0.15120196171325684,0.4164546794905306,0.3673736411113631
10000_Restaurant_Reviews,Game_App_Reviews,0.0124898466033601,-0.0270207095891237,0.5197552780962419,0.23307541158561257,0.23062868838136344,0.5012233616021246
10000_Restaurant_Reviews,game_name_data,0.0157137912385073,-0.0513265840709209,0.5335201876547141,0.30250253255757725,0.17634955703401484,0.5630764877617812
10000_Restaurant_Reviews,Game_of_Thrones_Script,0.0199531141868512,-0.0295383650809526,0.5247457396339019,0.39379565960610047,0.22500633756939425,0.5843946610183531
10000_Restaurant_Reviews,Gender_bias_spanish,0.007667561983471,0.0154404649510979,0.4961135485161865,0.1292283001878701,0.32545167743931425,0.40188831137427794
10000_Restaurant_Reviews,Glassdoor_Job_Postings,0.015608693877551,-0.0689532682299614,0.5422809810537562,0.3002392780607723,0.13698618809193827,0.581626544984417
10000_Restaurant_Reviews,Global Nations Economy -GDP Growth,0.0120105371900826,,,0.22275356168290822,,
10000_Restaurant_Reviews,Global Nations Economy -GDP Per Capita,0.0129601239669421,,,0.24320275777383066,,
10000_Restaurant_Reviews,Global Nations Economy -Inflation,0.0111053719008264,,,0.20326097506969412,,
10000_Restaurant_Reviews,Global Nations Economy -Population,0.0072165289256198,,,0.11951537697932355,,
10000_Restaurant_Reviews,Global Temperature,0.0159524234693877,,,0.3076414386605311,,
10000_Restaurant_Reviews,global-plastics-production,0.0095271371732763,0.0334692820906639,0.4880289275413061,0.1692739480726335,0.365713077385599,0.40178043534351726
10000_Restaurant_Reviews,global_trust-rate,0.0102796875,-0.0210093110799789,0.5156444992899895,0.18547999640278803,0.24405315864691546,0.4707134188779363
10000_Restaurant_Reviews,Global_Wine_Ratings_Dataset,0.014694901144641,-0.0313478149473667,0.5230213580460038,0.28056090085807317,0.22096552977870615,0.5297976855396835
10000_Restaurant_Reviews,Google_Play_Review,0.014370909090909,0.050584003329277,0.481893452880816,0.2735837849165707,0.40393314647958073,0.434825319218495
10000_Restaurant_Reviews,Google_Play_Store_Reviews,0.0128380177514792,-0.0270732808858156,0.5199556493186475,0.24057322037422685,0.23051128777846075,0.505030966297883
10000_Restaurant_Reviews,Grocery,0.0143364375,,,0.2728414448385048,,
10000_Restaurant_Reviews,Guardians_Russia_Ukraine,0.010495855556049,-0.0487665049731731,0.5296311802646111,0.190135140171069,0.18206664693795235,0.5040342466165583
10000_Restaurant_Reviews,Gym_Exercises,0.0134067160871178,0.0211192611604928,0.4961437274633125,0.2528200461151203,0.338133390478498,0.45734332781831116
10000_Restaurant_Reviews,Harry_Potter_Reviews,0.0117119065010956,0.0073588918894529,0.5021765073058213,0.21632259858750907,0.30740415703289,0.4544592207773095
10000_Restaurant_Reviews,Havells_Employee_Reviews_from_AmbitionBox,0.0113242865636147,,,0.2079752665653501,,
10000_Restaurant_Reviews,headphone_dataset_review_analysis,0.0101911764705882,0.01554452534765,0.4973233255614691,0.18357392584582713,0.3256840619164389,0.4289449319646941
10000_Restaurant_Reviews,High-Quality_Financial_News,0.0172929145361577,0.0354840084910392,0.4909044530225592,0.33650869476656836,0.37021230241849545,0.4831481961740365
10000_Restaurant_Reviews,Honeywell_Automation_Employee,0.0120092746730083,,,0.22272637358399017,,
10000_Restaurant_Reviews,Housing_in_London_Boroughs,0.0135815910037484,,,0.25658594887272784,,
10000_Restaurant_Reviews,human_stress,0.0114205989773557,0.0796682834625244,0.4658761577574156,0.21004933865920697,0.4688832663642979,0.3705830361474545
10000_Restaurant_Reviews,IEEE_Rearch_Paper,0.0122644265887509,-0.0026693269610404,0.5074668767748957,0.22822102840137393,0.285009447121361,0.47160579064000646
10000_Restaurant_Reviews,ielts_writing_dataset,0.0085206057328285,0.0949549973011016,0.4567828042158635,0.14759845795527152,0.5030210855542583,0.3222886862005066
10000_Restaurant_Reviews,indeed_list,0.013630125,,,0.25763112055225296,,
10000_Restaurant_Reviews,Independent_Medical_Reviews,0.0212573927530195,-0.0420648418366909,0.5316611172948552,0.421883085428279,0.19703259493966788,0.6124252452443055
10000_Restaurant_Reviews,India-Startups,0.013402079395085,0.0156537871807813,0.4988741461071518,0.2527201957097624,0.32592806208175806,0.46339606681400214
10000_Restaurant_Reviews,indo-song-emot,0.0070464099895941,-0.0248102191835641,0.5159283145865792,0.11585189348698405,0.23556508756976868,0.44014340295860765
10000_Restaurant_Reviews,Inequality in Education,0.0182752066115702,,,0.35766219411825684,,
10000_Restaurant_Reviews,Inspirational_Quotes,0.0112890306122448,0.1062073856592178,0.4525408224765135,0.2072160354129119,0.5281495731599593,0.3395332311264763
10000_Restaurant_Reviews,Iphone_Customer_Reviews,0.016496293211162,,,0.3193535846891901,,
10000_Restaurant_Reviews,JoeBidenTweets,0.01076075,-0.0002900065737776,0.5055253782868888,0.19583959874163243,0.2903228722324131,0.4527583632546096
10000_Restaurant_Reviews,kaffee_reviews,0.01027104,,,0.18529377390316448,,
10000_Restaurant_Reviews,kdrama_list,0.0155268638067471,-0.0628702566027641,0.5391985602047557,0.2984770808558605,0.15057058257020997,0.5739532491428253
10000_Restaurant_Reviews,Kendrick_Lamar_Track_and_Lyrics,0.0133204549168149,,,0.25096242590647516,,
10000_Restaurant_Reviews,Kendric_Lyrics,0.0122660799999999,0.0116723664104938,0.500296856794753,0.22825663434247762,0.3170368756691342,0.45560987933667174
10000_Restaurant_Reviews,Known_Brands_Slogans,0.0088080350620891,0.0255527272820472,0.4916276538900209,0.1537882015991028,0.3480340706665773,0.40287706546626273
10000_Restaurant_Reviews,korean_drama,0.0148698819336155,0.1128057539463043,0.4510320639936556,0.2843290835593086,0.5428848462809148,0.3707221186391969
10000_Restaurant_Reviews,las_vegas_airbnb_data,0.0123,0.0485872440040111,0.4818563779979944,0.22898709600044231,0.3994740449662277,0.4147565255171073
10000_Restaurant_Reviews,liberal_vs_conservatives,0.0120991346673877,0.0929811894893646,0.4595589725890115,0.224661493881127,0.49861323865502694,0.36302412761305003
10000_Restaurant_Reviews,lightning,0.0109043827611395,0.049199178814888,0.4808526019731257,0.19893270678525551,0.4008405989653639,0.39904605390994585
10000_Restaurant_Reviews,linux_commands,0.0064961089851683,0.0059197735972702,0.500288167693949,0.10400125126790036,0.3041903623239501,0.3999054444719751
10000_Restaurant_Reviews,list_of_English_contractions,0.0078404569246381,0.0463169440627098,0.4807617564309641,0.13295156449737053,0.39440408096209123,0.36927374176763966
10000_Restaurant_Reviews,LLMs,0.0109088387573964,0.0289201512932777,0.4909943437320593,0.1990286659366025,0.355554098400806,0.42173728376789826
10000_Restaurant_Reviews,macos_commands,0.0063144628099173,,,0.10008953056222825,,
10000_Restaurant_Reviews,Marvel_vs_DC_dataset,0.0168251486325802,0.0400625318288803,0.4883813084018499,0.326435432459211,0.3804369199206427,0.4729992562692841
10000_Restaurant_Reviews,Maze_Runner_Movie_Review,0.0108595041322314,0.0745172202587127,0.4681711419367593,0.19796625284423855,0.4573800704423582,0.37029309120094017
10000_Restaurant_Reviews,mcdonalds_sri_lanka_reviews,0.0087826926314017,-0.0098623866215348,0.5093225396264682,0.15324245649483634,0.2689461275154901,0.44214816448967315
10000_Restaurant_Reviews,Meal_dataset_for_practice,0.0182257653061224,-0.0524437166750431,0.5353347409905828,0.3565974836834328,0.17385481086074034,0.5913713364113462
10000_Restaurant_Reviews,medical_data,0.0150528,-0.0498469062149524,0.5324498531074763,0.28826819423273203,0.1796539281133614,0.5543071330596854
10000_Restaurant_Reviews,medium,0.0132246162927981,0.001183803891763,0.5060204062005176,0.24889855679691852,0.293614140435912,0.47764220818050324
10000_Restaurant_Reviews,medium_articles,0.0130061114115738,-0.0343877039849758,0.5236969076982748,0.24419308988029093,0.214176943073985,0.5150080734031529
10000_Restaurant_Reviews,medium_articles_2,0.0075031998378952,0.0934189185500145,0.4570421406439403,0.1256887882372929,0.4995907617305847,0.3130490132533541
10000_Restaurant_Reviews,Mental_Health_FAQ,0.0078486611976463,-0.0523723848164081,0.5301105230070272,0.13312824217614255,0.17401410697357922,0.4795570676012817
10000_Restaurant_Reviews,Men_Women_Shoes_Reviews,0.0144585,-0.0735236555337905,0.5439910777668953,0.27547004083275756,0.12677973973071677,0.5743451505510204
10000_Restaurant_Reviews,Movie_Review_dataset,0.0097105186267348,-0.0169437900185585,0.5133271543226466,0.1732230377109848,0.2531321552431298,0.4600454412339275
10000_Restaurant_Reviews,movie_tvshow_description,0.0087468112244897,-0.0692825838923454,0.5390146975584176,0.1524697562594894,0.13625077048305254,0.5081094928882184
10000_Restaurant_Reviews,Mumble_rap,0.0124697457638482,0.1435534656047821,0.434458140079533,0.23264254329091028,0.6115496902876923,0.31054642650160896
10000_Restaurant_Reviews,netflix-rotten-tomatoes-metacritic-imdb,0.0154424545197473,-0.0676959753036499,0.5415692149116986,0.2966593406515766,0.1397939359859901,0.5784327023327933
10000_Restaurant_Reviews,Netflix_movies_and_tv_shows_clustering,0.0149473002958579,-0.003130218014121,0.5090387591549895,0.2859962753411579,0.2839801993966714,0.5010080379722432
10000_Restaurant_Reviews,Netflix_Movie_and_TV_Shows,0.0160412272471383,-0.0205339267849922,0.5182875770160653,0.30955381350513733,0.2451147722336792,0.5322195206357291
10000_Restaurant_Reviews,netflix_titles,0.0150353180473372,,,0.28789172323843687,,
10000_Restaurant_Reviews,Nigerian_Road_Traffic_Crashes_2020_2024,0.0214278217409412,0.0440838411450386,0.4886719902979513,0.42555324583754084,0.38941718420710314,0.5180680308152188
10000_Restaurant_Reviews,nightwish_lyrics,0.0173684703433922,0.0735789164900779,0.4718947769266571,0.33813577673063705,0.45528467932447914,0.44142554870307893
10000_Restaurant_Reviews,Nike_Product_Descriptions,0.0143792,,,0.27376232828923075,,
10000_Restaurant_Reviews,Olympic_Summer_Games-Paris_2024,0.0142390273888395,-0.020704198628664,0.5174716130087518,0.2707437340100669,0.2447345263892296,0.5130046038104187
10000_Restaurant_Reviews,opinion_climate_nasa,0.012774193548387,,,0.23919877658858812,,
10000_Restaurant_Reviews,overwatch2-reviews,0.0128624374999999,0.0718606188893318,0.470500909305334,0.2410990956687864,0.4514474299700245,0.39482583284938094
10000_Restaurant_Reviews,parent_reply,0.0070918367346938,0.0875877439975738,0.45975204636856,0.11683015102063288,0.4865687620622213,0.3151306944792058
10000_Restaurant_Reviews,Phoenix_Wright_Ace_Attorney_1_transcript,0.0121275754422476,0.1684968173503875,0.4218153790459301,0.2252739613209236,0.667252416254486,0.2790107725332188
10000_Restaurant_Reviews,PoetryFoundationData,0.0060345663265306,0.0521172732114791,0.4769586465575258,0.09406200552353333,0.40735719762364914,0.34335240394994204
10000_Restaurant_Reviews,Pokemon,0.0176455576559546,,,0.3441028067346085,,
10000_Restaurant_Reviews,Prateek_Kuhad_Lyrics,0.0086746795571665,-0.0433870591223239,0.5260308693397453,0.1509164125889556,0.19407985996317664,0.47841827631288947
10000_Restaurant_Reviews,Premier_League_Player_Stats,0.0151819241982507,0.0242219436913728,0.495479990253439,0.29104886274503416,0.3450622056811308,0.4729933285319517
10000_Restaurant_Reviews,Product_Tweets,0.00946176,0.1151028499007225,0.4471794550496387,0.16786606132781304,0.5480146503174126,0.3099257055052002
10000_Restaurant_Reviews,pro_kabaddi_all_seasons_schedule_results,0.0223038714390065,0.0895607024431228,0.4663715844979418,0.44441883295152546,0.4909747121830045,0.47672206038426046
10000_Restaurant_Reviews,public-education-expenditure-as-share-of-gdp,0.0131778650145097,,,0.24789177565746062,,
10000_Restaurant_Reviews,Public_Schools_in_Montgomery,0.0119608024691358,0.0229819994419813,0.4944894015135772,0.221682532593253,0.3422932003188051,0.43969466613722397
10000_Restaurant_Reviews,Restaurant_reviews,0.0113101533966398,0.0336869619786739,0.4888115957089829,0.20767091112370073,0.3661991934165947,0.420735858853553
10000_Restaurant_Reviews,rfd_comments,0.0139438016528925,-0.0217819605022668,0.5178628810775797,0.2643860960220641,0.24232770172047466,0.5110291971507948
10000_Restaurant_Reviews,rfd_main,0.0177432818073721,-0.0749941542744636,0.5463687180409179,0.3462072803686713,0.12349586716933739,0.611355706599667
10000_Restaurant_Reviews,saas-businesses-data,0.0176255771689694,0.2038781195878982,0.4068737287905355,0.3436725302119049,0.7462648522328059,0.2987038389895495
10000_Restaurant_Reviews,Samsung_India_Electronics_Employee,0.0108417360285374,-0.0781841054558754,0.5445129207422064,0.19758361963423943,0.11637216630034983,0.5406057266669448
10000_Restaurant_Reviews,samsung_mobile_new_data,0.0219168241965973,-0.0859943553805351,0.5539555897885662,0.4360838338241654,0.0989305563786945,0.6685766387227354
10000_Restaurant_Reviews,sap_press,0.0094586776859504,-0.0853155702352523,0.5473871239606014,0.16779968419836044,0.10044639848859377,0.5336766428548834
10000_Restaurant_Reviews,see_you_again_comments,0.0089419354838709,0.1060232520103454,0.4514593417367627,0.15667172530478135,0.5277383715584659,0.3144666768731577
10000_Restaurant_Reviews,Seth-Godins_blog,0.005476625,-0.0523906946182251,0.5289336598091126,0.0820468302162409,0.17397321808729316,0.4540368060644739
10000_Restaurant_Reviews,Silicon_Valley_Companies,0.0107067451315109,0.0572239309549331,0.4767414070882889,0.19467661272233416,0.41876122863724136,0.38795769204254643
10000_Restaurant_Reviews,singapore_airlines_reviews,0.0104208911614317,0.0543304532766342,0.4780452189423987,0.18852079418108342,0.41229960327714055,0.38811059545197146
10000_Restaurant_Reviews,Smart_India_Hackerton,0.017084375,0.0187111217528581,0.499186626623571,0.3320178299277567,0.332755607617502,0.49963111115512737
10000_Restaurant_Reviews,Spotify_App_Reviews,0.0105902185223725,,,0.1921672312333015,,
10000_Restaurant_Reviews,spotify_top200_us,0.0107603305785123,0.0649432688951492,0.4729085308416815,0.19583056656842224,0.4359998167113035,0.37991537492855937
10000_Restaurant_Reviews,superheroes_nlp_dataset,0.0055818428467077,0.0829510912299156,0.461315375808396,0.08431267935401668,0.47621433170522076,0.30404917382439794
10000_Restaurant_Reviews,Supreme_Court_Judgment_Prediction,0.0111649825315775,0.0390979461371898,0.4860335181971938,0.20454468026340403,0.37828283682051594,0.413130921721444
10000_Restaurant_Reviews,Symptom2Disease,0.0204623966942148,0.0095525961369276,0.5054549002786436,0.40476297519277893,0.3123030698893309,0.546229952651724
10000_Restaurant_Reviews,talking_head,0.0079456,0.0018925548065453,0.5030265225967274,0.13521580344643108,0.29519690118063785,0.42000945113289656
10000_Restaurant_Reviews,Tata_Motors_Employee_Reviews,0.0104744054696789,-0.0078760925680398,0.5091752490188594,0.18967321606572282,0.27338185830579165,0.4581456788799656
10000_Restaurant_Reviews,taylor_all_songs,0.0165966691700104,-0.0375644378364086,0.5270805535032095,0.32151516456301027,0.20708275873979765,0.5572162029116063
10000_Restaurant_Reviews,TED_Ed,0.0059592,0.0566021800041198,0.4746785099979401,0.09243900399546467,0.41737275353630193,0.3375331252295814
10000_Restaurant_Reviews,Text_to_SQL_dataset,0.0063144628099173,0.0122431078925728,0.4970356774586723,0.10008953056222825,0.3183114379933306,0.3908890462844488
10000_Restaurant_Reviews,The_Big_Bang_Theory,0.0142365388307449,0.0169732719659805,0.4986316334323822,0.2706901433180941,0.32887469492232063,0.47090772419788673
